ClaimID,CustomerID,ClaimDate,ClaimAmount,VehicleAge,AccidentType,PoliceReport,InjuryReported,RepairShop,DaysToReport,FraudInvestigatorAssigned,ClaimApprovedAfterReview,Fraudulent
CLM00647,1070,2026-06-26,"$3,681",2,Flood,No,No,TrustedGarage,2,No,Yes,0
CLM00648,978,2026-05-24,"$3,457",7,Fire,Yes,No,TrustedGarage,11,No,Yes,0
CLM00649,615,2026-05-14,"$11,752",2,Theft,No,No,AutoCare,4,No,Yes,0
CLM00650,616,2026-07-09,"$5,628",4,Collision,Yes,No,RapidFix,2,Yes,Yes,0
CLM00651,1007,2026-06-15,"$4,488",6,Collision,YES,No,TrustedGarage,4,No,Yes,0
CLM00652,431,2026-04-29,"$11,499",5,Theft,Yes,No,RapidFix,3,No,Yes,0
CLM00653,1660,2026-03-30,"$5,402",20,Collision,No,No,RapidFix,2,No,Yes,0
CLM00654,650,2026-06-27,"$3,119",6,Collision,No,Yes,RapidFix,5,No,Yes,0
CLM00655,18,2026-03-04,"$14,230",19,Fire,Yes,No,FixPro,5,No,Yes,0
CLM00656,1072,2026-03-25,"$5,407",13,Flood,No,No,FixPro,3,No,Yes,0
CLM00657,54,2026-05-05,"$3,238",11,Collision,YES,No,AutoCare,8,No,Yes,0
CLM00658,727,2026-06-05,"$10,024",6,Fire,No,No,FixPro,1,No,Yes,0
CLM00659,1793,2026-01-21,"$6,429",21,Collision,No,No,AutoCare,7,No,Yes,0
CLM00660,433,2026-02-01,"$4,042",16,Theft,N,No,AutoCare,3,No,Yes,0
CLM00661,174,2026-01-15,"$4,055",8,Collision,N,No,FixPro,4,No,Yes,0
CLM00662,436,2026-04-11,"$1,108",1,Collision,YES,Yes,TrustedGarage,3,No,Yes,0
CLM00663,1130,2026-02-08,"$2,173",5,Theft,No,No,RapidFix,4,No,Yes,0
CLM00664,677,2026-04-13,"$6,714",12,Collision,YES,No,TrustedGarage,2,No,Yes,0
CLM00665,839,2026-06-25,"$6,192",6,Collision,Yes,No,RapidFix,3,No,Yes,0
CLM00666,1503,2026-07-23,"$1,635",20,Collision,Yes,No,FixPro,9,Yes,Yes,1
CLM00667,590,2026-05-01,"$2,249",8,Collision,No,No,AutoCare,2,No,Yes,0
CLM00668,595,2026-07-10,$921,13,Collision,No,No,RapidFix,1,No,Yes,0
CLM00669,658,2026-01-12,"$6,711",2,Collision,No,Yes,TrustedGarage,6,No,Yes,0
CLM00670,1729,2026-02-08,"$2,354",16,Flood,No,No,FixPro,6,No,Yes,0
CLM00671,1698,2026-06-20,"$8,500",15,Collision,No,No,RapidFix,2,No,Yes,0
CLM00672,956,2026-05-18,"$15,194",14,Theft,No,No,RapidFix,1,No,Yes,0
CLM00673,881,2026-05-12,"$6,517",6,Collision,N,No,RapidFix,4,No,Yes,0
CLM00674,1127,2026-02-27,"$5,486",4,Fire,No,No,FixPro,3,Yes,Yes,0
CLM00675,1009,2026-01-06,"$3,249",13,Collision,No,No,FixPro,2,No,Yes,0
CLM00676,1124,2026-05-11,"$6,551",2,Collision,Yes,No,RapidFix,4,No,Yes,0
CLM00677,432,2026-05-27,"$6,258",14,Theft,No,No,AutoCare,7,No,Yes,0
CLM00678,1556,2026-01-29,"$7,009",8,Collision,No,No,AutoCare,2,No,Yes,0
CLM00679,1317,2026-04-30,"$9,684",12,Collision,Yes,No,TrustedGarage,13,No,Yes,0
CLM00680,1602,2026-07-18,"$17,414",14,Theft,Yes,Yes,AutoCare,6,No,Yes,0
CLM00681,1652,2026-07-02,"$6,017",9,Theft,No,Yes,TrustedGarage,2,No,Yes,0
CLM00682,499,2026-02-26,"$4,926",20,Collision,No,No,AutoCare,2,No,Yes,0
CLM00683,769,2026-06-22,"$3,575",20,Theft,YES,No,FixPro,5,No,Yes,0
CLM00684,1683,2026-07-29,"$3,559",17,Collision,No,Yes,,4,No,Yes,0
CLM00685,47,2026-03-12,"$2,118",19,Collision,No,No,RapidFix,2,No,Yes,0
CLM00686,1486,2026-01-22,"$1,731",21,Flood,No,No,AutoCare,3,No,Yes,0
CLM00687,148,2026-03-17,"$7,206",1,Flood,No,No,AutoCare,4,No,Yes,0
CLM00688,1247,2026-01-28,$439,20,Collision,Yes,No,RapidFix,2,No,Yes,0
CLM00689,21,2026-02-14,"$10,834",1,Flood,No,No,FixPro,7,No,Yes,0
CLM00690,99,2026-06-05,"$6,592",10,Collision,No,No,FixPro,0,No,Yes,0
CLM00691,297,2026-06-08,"$6,352",6,Fire,N,No,RapidFix,3,No,Yes,0
CLM00692,635,2026-02-03,"$6,317",17,Flood,Yes,No,RapidFix,0,No,Yes,0
CLM00693,1685,2026-07-12,"$5,321",17,Theft,N,Yes,FixPro,3,No,Yes,0
CLM00694,435,2026-05-07,"$5,628",7,Fire,No,No,AutoCare,3,No,Yes,0
CLM00695,1433,2026-03-27,"$2,778",18,Flood,No,No,FixPro,2,No,Yes,0
CLM00696,1355,2026-02-07,"$13,595",0,Collision,Yes,Yes,FixPro,1,No,Yes,0
CLM00697,621,2026-01-16,"$7,072",14,Theft,,Yes,TrustedGarage,4,No,Yes,0
CLM00698,1632,2026-02-06,"$2,846",6,Fire,Yes,No,AutoCare,3,No,Yes,0
CLM00699,1051,2026-07-13,"$8,614",20,Theft,No,No,RapidFix,2,No,Yes,0
CLM00700,1040,2026-05-31,$998,4,Collision,No,No,FixPro,6,No,Yes,0
CLM00701,1334,2026-07-09,"$2,643",6,Collision,No,No,TrustedGarage,7,No,Yes,0
CLM00702,820,2026-07-13,"$3,924",1,Collision,No,No,,3,No,Yes,0
CLM00703,1789,2026-03-17,"$9,526",13,Collision,Yes,Yes,TrustedGarage,5,No,Yes,0
CLM00704,650,2026-01-31,"$13,514",5,Collision,Yes,Yes,FixPro,4,No,Yes,0
CLM00705,1673,2026-07-28,"$7,300",13,Collision,No,Yes,FixPro,3,No,Yes,0
CLM00706,752,2026-04-28,"$2,659",0,Collision,No,No,FixPro,6,No,Yes,0
CLM00707,574,2026-03-17,"$8,713",12,Collision,Yes,No,FixPro,3,No,Yes,0
CLM00708,1178,2026-03-16,"$2,322",13,Collision,Y,Yes,RapidFix,3,No,Yes,0
CLM00709,1730,2026-02-25,"$5,375",16,Collision,No,Yes,,4,No,Yes,0
CLM00710,588,2026-06-07,"$7,262",12,Flood,No,No,TrustedGarage,8,Yes,No,1
CLM00711,1350,2026-06-16,"$4,827",16,Collision,Yes,No,FixPro,4,No,Yes,0
CLM00712,710,2026-04-30,"$5,158",16,Collision,Yes,No,AutoCare,5,Yes,Yes,0
CLM00713,748,2026-02-15,"$4,029",7,Collision,No,No,AutoCare,3,No,Yes,0
CLM00714,887,2026-01-12,"$3,796",8,Collision,No,No,AutoCare,4,Yes,Yes,0
CLM00715,1571,2026-02-18,"$9,804",16,Flood,Yes,No,FixPro,1,No,Yes,0
CLM00716,312,2026-05-07,"$11,370",17,Collision,N,Yes,AutoCare,1,Yes,Yes,0
CLM00717,667,2026-06-18,"$3,688",19,Collision,No,No,TrustedGarage,6,No,Yes,0
CLM00718,1459,2026-03-08,"$2,182",9,Collision,Yes,No,AutoCare,4,No,Yes,0
CLM00719,1146,2026-01-23,"$2,626",5,Collision,No,No,RapidFix,4,No,Yes,0
CLM00720,348,2026-06-03,"$4,276",18,Collision,No,No,AutoCare,1,No,Yes,0
CLM00721,776,2026-01-09,"$3,562",10,Fire,YES,No,TrustedGarage,3,No,Yes,0
CLM00722,1500,2026-05-06,"$7,209",0,Theft,No,No,FixPro,3,No,Yes,0
CLM00723,1363,2026-03-29,"$4,377",12,Collision,No,No,TrustedGarage,2,No,Yes,0
CLM00724,1545,2026-02-21,"$10,157",1,Collision,N,Yes,AutoCare,1,No,Yes,0
CLM00725,36,2026-04-24,"$6,221",0,Flood,No,No,FixPro,10,No,Yes,0
CLM00726,818,2026-03-21,"$3,300",8,Theft,No,No,AutoCare,9,No,Yes,0
CLM00727,144,2026-07-26,"$8,665",19,Collision,Yes,No,TrustedGarage,2,No,Yes,0
CLM00728,1000,2026-02-21,"$8,089",14,Flood,Yes,No,RapidFix,1,No,Yes,0
CLM00729,498,2026-06-19,"$7,697",10,Theft,Yes,No,AutoCare,4,No,Yes,0
CLM00730,1242,2026-07-13,"$4,173",20,Collision,No,No,FixPro,3,No,Yes,0
CLM00731,875,2026-04-05,"$7,773",19,Collision,Yes,No,AutoCare,4,No,Yes,0
CLM00732,108,2026-07-01,"$3,258",12,Collision,,No,TrustedGarage,4,No,Yes,0
CLM00733,615,2026-03-10,"$2,220",1,Collision,No,No,AutoCare,4,No,Yes,0
CLM00734,284,2026-06-06,"$3,796",5,Fire,Yes,No,RapidFix,11,No,Yes,0
CLM00735,1234,2026-03-24,"$25,543",18,Fire,Yes,Yes,FixPro,4,No,Yes,0
CLM00736,614,2026-07-22,"$4,383",7,Fire,YES,No,TrustedGarage,3,No,Yes,0
CLM00737,1598,2026-06-15,"$7,850",9,Collision,No,Yes,TrustedGarage,7,Yes,No,1
CLM00738,1344,2026-04-20,"$1,504",8,Collision,No,No,TrustedGarage,4,No,Yes,0
CLM00739,837,2026-02-19,"$3,024",4,Collision,No,No,AutoCare,6,Yes,Yes,0
CLM00740,730,2026-07-23,"$12,256",16,Theft,Yes,Yes,TrustedGarage,7,No,Yes,0
CLM00741,1648,2026-03-17,"$13,123",15,Fire,Yes,Yes,TrustedGarage,3,No,Yes,0
CLM00742,596,2026-02-24,"$13,627",9,Collision,YES,No,AutoCare,1,No,Yes,0
CLM00743,948,2026-01-30,"$1,164",1,Collision,No,No,AutoCare,2,No,Yes,0
CLM00744,1600,2026-01-10,"$8,145",12,Collision,Y,No,RapidFix,5,Yes,Yes,1
CLM00745,1612,2026-07-15,"$3,334",2,Collision,No,No,FixPro,7,No,Yes,0
CLM00746,936,2026-05-31,"$2,839",18,Collision,No,No,TrustedGarage,4,No,Yes,0
CLM00747,1702,2026-01-17,"$4,732",21,Collision,No,No,FixPro,1,Yes,Yes,0
CLM00748,756,2026-03-06,"$8,211",20,Collision,Yes,No,FixPro,2,No,Yes,0
CLM00749,1449,2026-02-25,"$1,747",4,Theft,No,No,FixPro,3,No,Yes,0
CLM00750,1603,2026-04-29,"$9,487",7,Collision,No,No,RapidFix,5,No,Yes,0
CLM00751,1002,2026-01-18,"$2,149",4,Collision,No,No,TrustedGarage,1,No,Yes,0
CLM00752,1401,2026-05-04,"$4,646",14,Flood,No,No,AutoCare,3,No,Yes,0
CLM00753,1238,2026-04-20,"$15,228",7,Flood,No,No,TrustedGarage,3,Yes,No,1
CLM00754,452,2026-06-11,"$4,027",3,Collision,Yes,No,AutoCare,2,No,Yes,0
CLM00755,688,2026-05-31,"$9,825",5,Collision,No,No,RapidFix,3,No,Yes,0
CLM00756,1528,2026-05-24,"$7,652",7,Collision,Yes,Yes,TrustedGarage,2,No,Yes,0
CLM00757,246,2026-03-19,"$1,738",3,Collision,N,No,RapidFix,3,No,Yes,0
CLM00758,526,2026-06-04,"$4,318",4,Flood,No,No,FixPro,3,No,Yes,0
CLM00759,1404,2026-01-23,"$1,768",13,Collision,No,No,AutoCare,1,Yes,No,1
CLM00760,1282,2026-03-22,"$5,211",19,Collision,Y,Yes,AutoCare,0,No,Yes,0
CLM00761,442,2026-05-21,"$4,006",10,Flood,No,No,TrustedGarage,4,No,Yes,0
CLM00762,578,2026-04-07,"$5,357",11,Theft,No,No,TrustedGarage,6,No,Yes,0
CLM00763,1554,2026-02-11,"$11,992",18,Theft,Yes,No,RapidFix,7,Yes,No,1
CLM00764,1361,2026-05-22,"$7,194",14,Collision,No,Yes,TrustedGarage,4,No,Yes,0
CLM00765,579,2026-01-24,"$7,294",20,Theft,Y,No,FixPro,4,No,Yes,0
CLM00766,1664,2026-06-13,"$5,507",14,Fire,No,No,TrustedGarage,6,No,Yes,0
CLM00767,1605,2026-03-22,"$2,220",5,Collision,No,No,RapidFix,4,No,Yes,0
CLM00768,1283,2026-03-21,"$3,366",21,Collision,No,Yes,RapidFix,2,No,Yes,0
CLM00769,1424,2026-02-06,"$5,175",3,Collision,No,No,FixPro,4,No,Yes,0
CLM00770,1763,2026-01-11,"$6,631",15,Collision,No,No,RapidFix,3,No,Yes,0
CLM00771,991,2026-07-25,"$3,990",13,Collision,Yes,No,TrustedGarage,5,No,Yes,0
CLM00772,1622,2026-03-24,"$5,219",5,Collision,Yes,No,AutoCare,2,No,Yes,0
CLM00773,789,2026-04-05,$817,7,Fire,N,No,TrustedGarage,5,No,Yes,0
CLM00774,1272,2026-03-14,"$13,224",4,Flood,Yes,Yes,FixPro,3,No,Yes,0
CLM00775,1245,2026-03-16,"$11,641",8,Theft,N,Yes,AutoCare,5,No,Yes,0
CLM00776,337,2026-01-30,"$4,338",16,Fire,No,Yes,AutoCare,5,No,Yes,0
CLM00777,486,2026-03-23,$904,21,Fire,No,No,FixPro,2,No,Yes,0
CLM00778,207,2026-02-27,"$19,588",10,Collision,Yes,Yes,AutoCare,4,No,Yes,0
CLM00779,1676,2026-04-18,"$8,539",6,Fire,Yes,No,AutoCare,3,No,Yes,0
CLM00780,1438,2026-05-31,"$4,927",11,Flood,No,No,TrustedGarage,5,No,Yes,0
CLM00781,918,2026-01-11,"$2,869",13,Collision,No,No,RapidFix,2,No,Yes,0
CLM00782,1162,2026-04-25,"$13,431",2,Collision,Yes,Yes,AutoCare,7,No,Yes,0
CLM00783,959,2026-06-10,"$8,352",10,Fire,Yes,Yes,RapidFix,5,No,Yes,0
CLM00784,1449,2026-06-10,"$2,484",3,Collision,No,No,AutoCare,6,No,Yes,0
CLM00785,1460,2026-03-14,"$10,874",14,Collision,No,No,FixPro,2,No,Yes,0
CLM00786,1286,2026-05-28,"$4,544",16,Collision,No,No,RapidFix,4,No,Yes,0
CLM00787,1176,2026-04-04,"$11,386",9,Collision,No,No,TrustedGarage,5,No,Yes,0
CLM00788,397,2026-07-23,"$1,613",3,Collision,No,No,AutoCare,6,No,Yes,0
CLM00789,902,2026-03-31,"$1,320",14,Collision,N,No,FixPro,5,Yes,Yes,0
CLM00790,597,2026-04-24,"$14,323",9,Theft,Yes,No,TrustedGarage,7,No,Yes,0
CLM00791,1069,2026-01-21,"$2,452",2,Collision,Yes,No,RapidFix,4,No,Yes,0
CLM00792,60,2026-02-21,"$10,392",5,Collision,No,No,FixPro,2,No,Yes,0
CLM00793,471,2026-01-19,"$4,116",18,Fire,No,No,FixPro,4,No,Yes,0
CLM00794,1305,2026-04-15,"$11,123",12,Collision,YES,No,RapidFix,5,No,Yes,0
CLM00795,693,2026-01-24,"$6,515",14,Collision,Yes,No,FixPro,2,No,Yes,0
CLM00796,70,2026-06-01,"$2,624",12,Flood,No,No,FixPro,3,No,Yes,0
CLM00797,1716,2026-05-23,"$1,539",18,Flood,Y,No,TrustedGarage,6,No,Yes,0
CLM00798,1315,2026-03-21,"$2,610",18,Fire,Yes,No,TrustedGarage,2,Yes,Yes,0
CLM00799,1588,2026-02-27,"$5,826",20,Collision,Yes,No,FixPro,3,No,Yes,0
CLM00800,1429,2026-07-20,"$2,441",10,Theft,Yes,No,RapidFix,2,No,Yes,0
CLM00801,1679,2026-02-05,"$11,798",19,Collision,No,Yes,TrustedGarage,3,No,Yes,0
CLM00802,848,2026-03-28,"$6,019",19,Collision,No,No,TrustedGarage,4,No,Yes,0
CLM00803,1616,2026-02-13,"$6,104",2,Collision,N,No,TrustedGarage,4,No,Yes,0
CLM00804,871,2026-05-27,"$4,415",12,Flood,Yes,No,FixPro,0,No,Yes,0
CLM00805,402,2026-05-30,"$3,241",20,Collision,No,Yes,TrustedGarage,5,No,Yes,0
CLM00806,525,2026-05-30,"$7,733",15,Collision,N,No,AutoCare,1,No,Yes,0
CLM00807,512,2026-05-03,"$2,749",2,Collision,N,No,FixPro,4,No,Yes,0
CLM00808,1014,2026-03-26,"$4,972",20,Theft,No,No,RapidFix,4,No,Yes,0
CLM00809,252,2026-07-22,"$1,562",1,Collision,YES,No,TrustedGarage,3,Yes,Yes,0
CLM00810,1089,2026-05-21,"$5,977",14,Collision,Yes,No,AutoCare,0,No,Yes,0
CLM00811,660,2026-05-23,"$6,737",15,Collision,No,No,TrustedGarage,5,No,Yes,0
CLM00812,342,2026-01-05,"$2,941",10,Collision,No,No,RapidFix,4,No,Yes,0
CLM00813,607,2026-03-31,"$8,268",5,Flood,No,No,FixPro,2,No,Yes,0
CLM00814,1120,2026-05-15,"$18,590",0,Collision,No,Yes,FixPro,2,No,Yes,0
CLM00815,1649,2026-05-23,"$11,428",4,Collision,No,No,FixPro,4,No,Yes,0
CLM00816,1318,2026-01-23,"$4,191",15,Collision,YES,No,RapidFix,6,No,Yes,0
CLM00817,897,2026-03-15,"$3,471",17,Collision,No,No,TrustedGarage,2,No,Yes,0
CLM00818,866,2026-06-09,"$4,270",11,Collision,Y,No,,4,Yes,Yes,0
CLM00819,97,2026-06-22,"$10,385",5,Fire,Yes,No,FixPro,3,No,Yes,0
CLM00820,584,2026-05-12,"$3,870",7,Collision,Yes,No,AutoCare,4,No,Yes,0
CLM00821,1141,2026-01-10,"$2,507",19,Flood,YES,No,FixPro,2,No,Yes,0
CLM00822,1517,2026-05-23,"$2,719",20,Collision,YES,Yes,FixPro,9,No,Yes,0
CLM00823,58,2026-04-27,"$7,202",12,Theft,No,No,FixPro,5,No,Yes,0
CLM00824,893,2026-03-14,"$5,688",11,Fire,No,No,AutoCare,2,No,Yes,0
CLM00825,569,2026-05-21,"$5,732",17,Collision,No,No,TrustedGarage,5,No,Yes,0
CLM00826,1588,2026-06-14,"$32,851",15,Theft,No,No,RapidFix,4,Yes,No,1
CLM00827,672,2026-06-06,"$1,150",4,Collision,No,No,AutoCare,8,No,Yes,0
CLM00828,220,2026-02-05,"$1,960",17,Fire,No,No,TrustedGarage,1,No,Yes,0
CLM00829,165,2026-06-19,"$1,133",6,Collision,Y,No,RapidFix,4,No,Yes,0
CLM00830,723,2026-05-31,"$1,367",4,Collision,N,No,AutoCare,4,No,Yes,0
CLM00831,623,2026-03-11,$358,3,Flood,No,No,AutoCare,6,Yes,Yes,0
CLM00832,1543,2026-04-10,"$2,627",21,Theft,YES,No,TrustedGarage,4,No,Yes,0
CLM00833,13,2026-03-19,"$2,718",9,Flood,Yes,No,AutoCare,3,No,Yes,0
CLM00834,1319,2026-02-10,"$7,692",10,Collision,YES,Yes,FixPro,5,No,Yes,0
CLM00835,1583,2026-05-09,"$4,122",2,Theft,N,No,TrustedGarage,2,No,Yes,0
CLM00836,1376,2026-03-12,"$2,837",20,Collision,No,No,AutoCare,3,No,Yes,0
CLM00837,961,2026-01-18,"$18,596",18,Theft,Yes,Yes,TrustedGarage,4,No,Yes,0
CLM00838,1267,2026-04-09,"$1,454",15,Collision,No,No,TrustedGarage,4,No,Yes,0
CLM00839,1093,2026-04-22,"$3,299",16,Fire,No,No,AutoCare,5,Yes,Yes,0
CLM00840,674,2026-04-09,"$8,024",8,Theft,YES,No,RapidFix,5,No,Yes,0
CLM00841,148,2026-02-03,"$1,451",0,Collision,No,No,TrustedGarage,2,No,Yes,0
CLM00842,1015,2026-06-27,"$1,831",9,Fire,No,No,TrustedGarage,5,No,Yes,0
CLM00843,1037,2026-07-04,"$5,771",4,Collision,No,Yes,TrustedGarage,9,No,Yes,0
CLM00844,964,2026-03-15,"$8,278",10,Theft,Yes,No,RapidFix,1,No,Yes,0
CLM00845,865,2026-07-26,"$4,096",9,Flood,Y,No,RapidFix,4,No,Yes,0
CLM00846,720,2026-05-20,"$15,419",12,Theft,Y,No,RapidFix,4,No,Yes,0
CLM00847,551,2026-04-14,"$11,739",8,Collision,Yes,Yes,TrustedGarage,6,Yes,No,1
CLM00848,1597,2026-01-04,"$9,508",5,Collision,YES,No,TrustedGarage,2,No,Yes,0
CLM00849,1559,2026-01-02,"$3,322",13,Collision,YES,No,TrustedGarage,2,No,Yes,0
CLM00850,579,2026-01-15,"$3,841",12,Collision,No,No,RapidFix,6,No,Yes,0
CLM00851,58,2026-03-28,"$6,364",18,Theft,Yes,Yes,FixPro,5,No,Yes,0
CLM00852,273,2026-06-07,"$3,483",0,Collision,No,No,FixPro,6,No,Yes,0
CLM00853,421,2026-02-25,"$7,367",1,Collision,Yes,No,RapidFix,3,No,Yes,0
CLM00854,927,2026-02-27,"$4,212",14,Collision,No,Yes,TrustedGarage,5,No,Yes,0
CLM00855,1265,2026-05-06,"$7,733",15,Collision,Y,No,TrustedGarage,1,No,Yes,0
CLM00856,1425,2026-02-26,"$4,771",5,Collision,Yes,No,FixPro,6,No,Yes,0
CLM00857,1504,2026-05-26,"$6,288",8,Fire,No,Yes,FixPro,3,No,Yes,0
CLM00858,39,2026-05-28,"$13,003",10,Theft,Y,No,FixPro,5,No,Yes,0
CLM00859,1762,2026-04-09,"$12,004",12,Theft,No,No,AutoCare,5,No,Yes,0
CLM00860,1213,2026-02-12,"$8,392",3,Collision,No,Yes,TrustedGarage,3,No,Yes,0
CLM00861,1538,2026-07-07,"$3,505",10,Collision,Y,Yes,TrustedGarage,4,No,Yes,0
CLM00862,108,2026-06-23,"$5,375",18,Collision,YES,No,FixPro,4,No,Yes,0
CLM00863,856,2026-02-21,"$2,540",6,Collision,N,No,RapidFix,4,No,Yes,0
CLM00864,1753,2026-05-07,"$5,631",19,Fire,No,No,TrustedGarage,5,No,Yes,0
CLM00865,133,2026-06-22,"$7,926",7,Flood,Yes,No,AutoCare,4,No,Yes,0
CLM00866,1394,2026-04-15,"$7,543",11,Collision,Yes,No,FixPro,7,No,Yes,0
CLM00867,1227,2026-04-06,"$2,465",15,Collision,No,No,TrustedGarage,6,No,Yes,0
CLM00868,169,2026-01-08,"$15,968",2,Collision,No,Yes,AutoCare,3,No,Yes,0
CLM00869,584,2026-06-07,"$14,077",0,Theft,YES,No,AutoCare,5,No,Yes,0
CLM00870,477,2026-02-05,"$1,307",9,Theft,Yes,No,AutoCare,1,No,Yes,0
CLM00871,1021,2026-05-31,"$5,340",2,Collision,Yes,No,FixPro,1,No,Yes,0
CLM00872,462,2026-07-29,"$4,072",21,Collision,Y,No,AutoCare,4,No,Yes,0
CLM00873,1389,2026-01-03,"$9,019",7,Collision,N,No,FixPro,6,No,Yes,0
CLM00874,1732,2026-06-22,"$1,137",21,Collision,YES,Yes,FixPro,4,No,Yes,0
CLM00875,750,2026-02-14,"$10,962",10,Collision,No,Yes,FixPro,2,No,Yes,0
CLM00876,1308,2026-06-24,"$5,211",11,Collision,No,No,TrustedGarage,6,No,Yes,0
CLM00877,556,2026-03-19,"$5,428",21,Collision,No,No,FixPro,2,Yes,Yes,0
CLM00878,1350,2026-02-04,"$7,786",6,Fire,YES,Yes,RapidFix,8,No,Yes,0
CLM00879,1714,2026-04-22,"$3,680",2,Collision,No,No,RapidFix,5,No,Yes,0
CLM00880,514,2026-04-28,"$5,728",9,Collision,N,Yes,TrustedGarage,5,No,Yes,0
CLM00881,309,2026-01-27,"$2,787",20,Flood,No,No,FixPro,2,No,Yes,0
CLM00882,136,2026-03-29,"$2,086",15,Collision,No,Yes,RapidFix,5,No,Yes,0
CLM00883,1635,2026-06-18,"$35,335",10,Collision,Yes,No,FixPro,3,Yes,No,1
CLM00884,1264,2026-03-01,"$4,275",6,Theft,No,No,AutoCare,0,No,Yes,0
CLM00885,1794,2026-06-22,$399,4,Theft,No,No,RapidFix,4,No,Yes,0
CLM00886,139,2026-02-02,"$1,106",15,Collision,Yes,No,AutoCare,1,No,Yes,0
CLM00887,1552,2026-02-18,"$3,766",18,Collision,Yes,No,FixPro,2,No,Yes,0
CLM00888,354,2026-06-07,"$2,757",20,Collision,YES,No,RapidFix,3,No,Yes,0
CLM00889,1340,2026-06-30,"$9,787",2,Fire,No,No,TrustedGarage,2,No,Yes,0
CLM00890,568,2026-04-08,"$10,490",2,Collision,Yes,No,TrustedGarage,1,Yes,Yes,0
CLM00891,431,2026-01-20,$300,14,Fire,No,No,TrustedGarage,10,No,Yes,0
CLM00892,832,2026-01-26,"$5,818",3,Collision,Yes,No,AutoCare,5,No,Yes,0
CLM00893,949,2026-05-30,"$1,539",6,Flood,No,No,FixPro,7,No,Yes,0
CLM00894,899,2026-06-01,"$1,323",19,Collision,YES,No,AutoCare,5,No,Yes,0
CLM00895,183,2026-06-07,"$8,108",11,Fire,,Yes,FixPro,2,No,Yes,0
CLM00896,108,2026-07-01,"$4,565",3,Collision,YES,No,TrustedGarage,5,No,Yes,0
CLM00897,1708,2026-05-03,"$3,855",15,Flood,Yes,No,AutoCare,4,No,Yes,0
CLM00898,111,2026-01-21,"$2,366",15,Theft,N,No,FixPro,8,Yes,Yes,0
CLM00899,1610,2026-07-08,"$7,426",16,Collision,Y,No,TrustedGarage,10,Yes,No,1
CLM00900,349,2026-03-11,"$4,705",4,Collision,No,No,TrustedGarage,4,No,Yes,0
CLM00901,181,2026-03-12,"$3,413",17,Collision,YES,No,AutoCare,3,No,Yes,0
CLM00902,970,2026-06-11,"$2,470",1,Collision,Yes,No,TrustedGarage,6,No,Yes,0
CLM00903,389,2026-06-17,"$7,643",4,Collision,No,No,TrustedGarage,3,No,Yes,0
CLM00904,271,2026-01-16,"$9,331",3,Collision,No,Yes,RapidFix,4,No,Yes,0
CLM00905,1723,2026-04-08,"$4,911",13,Collision,No,No,FixPro,6,No,Yes,0
CLM00906,1093,2026-04-12,"$6,920",14,Collision,No,No,TrustedGarage,4,No,Yes,0
CLM00907,1694,2026-04-30,"$1,391",11,Collision,No,No,RapidFix,6,No,Yes,0
CLM00908,755,2026-02-12,"$2,625",10,Collision,No,No,FixPro,3,No,Yes,0
CLM00909,180,2026-02-21,"$7,750",17,Collision,No,No,FixPro,0,No,Yes,0
CLM00910,549,2026-06-19,"$2,071",15,Collision,YES,No,FixPro,4,Yes,Yes,0
CLM00911,634,2026-04-30,"$3,952",20,Fire,Yes,No,RapidFix,7,No,Yes,0
CLM00912,1354,2026-07-15,"$12,076",20,Collision,N,No,FixPro,3,No,Yes,0
CLM00913,7,2026-01-16,"$2,570",19,Fire,No,No,RapidFix,5,No,Yes,0
CLM00914,1727,2026-02-13,"$3,888",13,Flood,Yes,No,AutoCare,5,No,Yes,0
CLM00915,1336,2026-06-27,"$6,632",18,Collision,No,No,AutoCare,1,No,Yes,0
CLM00916,1615,2026-03-11,"$3,886",1,Theft,YES,No,TrustedGarage,5,No,Yes,0
CLM00917,729,2026-05-19,"$5,343",8,Fire,No,No,RapidFix,4,No,Yes,0
CLM00918,658,2026-03-06,"$6,684",16,Collision,No,No,RapidFix,2,No,Yes,0
CLM00919,786,2026-04-08,"$5,185",20,Theft,No,No,FixPro,4,Yes,No,1
CLM00920,173,2026-03-12,"$4,719",21,Collision,Yes,No,AutoCare,6,No,Yes,0
CLM00921,827,2026-01-06,"$4,300",14,Flood,No,No,FixPro,3,No,Yes,0
CLM00922,1051,2026-03-27,"$5,614",1,Flood,Y,Yes,TrustedGarage,4,No,Yes,0
CLM00923,390,2026-07-12,"$4,645",2,Collision,No,No,AutoCare,3,No,Yes,0
CLM00924,705,2026-03-31,$399,9,Collision,Yes,No,AutoCare,3,No,Yes,0
CLM00925,222,2026-06-08,"$3,793",12,Collision,N,Yes,RapidFix,5,No,Yes,0
CLM00926,1622,2026-01-16,"$6,686",4,Collision,Yes,No,FixPro,3,No,Yes,0
CLM00927,197,2026-03-10,"$8,237",20,Collision,Yes,No,AutoCare,5,Yes,Yes,0
CLM00928,1767,2026-06-29,"$6,461",17,Collision,YES,No,RapidFix,4,No,Yes,0
CLM00929,322,2026-01-07,"$4,883",10,Flood,YES,Yes,RapidFix,6,No,Yes,0
CLM00930,1344,2026-05-30,"$3,908",15,Collision,YES,No,TrustedGarage,2,No,Yes,0
CLM00931,572,2026-07-27,$574,6,Collision,No,No,FixPro,3,No,Yes,0
